loggingTime(txt),loggingSample(N),locationTimestamp_since1970(s),locationLatitude(WGS84),locationLongitude(WGS84),locationAltitude(m),locationSpeed(m/s),locationSpeedAccuracy(m/s),locationCourse(°),locationCourseAccuracy(°),locationVerticalAccuracy(m),locationHorizontalAccuracy(m),locationFloor(Z),locationHeadingTimestamp_since1970(s),locationHeadingX(µT),locationHeadingY(µT),locationHeadingZ(µT),locationTrueHeading(°),locationMagneticHeading(°),locationHeadingAccuracy(°),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),gyroTimestamp_sinceReboot(s),gyroRotationX(rad/s),gyroRotationY(rad/s),gyroRotationZ(rad/s),magnetometerTimestamp_sinceReboot(s),magnetometerX(µT),magnetometerY(µT),magnetometerZ(µT),motionTimestamp_sinceReboot(s),motionYaw(rad),motionRoll(rad),motionPitch(rad),motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G),motionAttitudeReferenceFrame(txt),motionQuaternionX(R),motionQuaternionY(R),motionQuaternionZ(R),motionQuaternionW(R),motionGravityX(G),motionGravityY(G),motionGravityZ(G),motionMagneticFieldX(µT),motionMagneticFieldY(µT),motionMagneticFieldZ(µT),motionHeading(°),motionMagneticFieldCalibrationAccuracy(Z),activityTimestamp_sinceReboot(s),activity(txt),activityActivityConfidence(Z),activityActivityStartDate(txt),pedometerStartDate(txt),pedometerNumberofSteps(N),pedometerAverageActivePace(s/m),pedometerCurrentPace(s/m),pedometerCurrentCadence(steps/s),pedometerDistance(m),pedometerFloorAscended(N),pedometerFloorDescended(N),pedometerEndDate(txt),altimeterTimestamp_sinceReboot(s),altimeterReset(bool),altimeterRelativeAltitude(m),altimeterPressure(kPa),IP_Timestamp_since1970(s),IP_en0(txt),IP_pdp_ip0(txt),deviceID(txt),deviceOrientationTimeStamp_since1970(s),deviceOrientation(Z),batteryTimeStamp_since1970(s),batteryState(R),batteryLevel(Z),label(N)
2025-04-20T10:22:26.463-04:00,445,1745158945.99968,40.31641677974463,-74.7583232836358,65.95591,2.164805,1.155523,74.98869617700171,42.97256950934903,3,6.2205310602705,-9999,1745158946.453445,20.24374389648438,43.60877227783203,12.70883178710938,254.0481567382812,266.2398071289062,11.04051303863525,112263.1531151667,-0.0887908935546875,0.913421630859375,0.281707763671875,112263.1481061667,-0.01824105530977249,-0.1757161617279053,-0.09281542152166367,112263.1541051667,468.4746704101562,-72.93003845214844,-356.9202880859375,112263.1443491667,2.582068442842094,-3.01955215224932,-1.233191384426466,-0.01549672707915306,-0.1867743283510208,-0.07828180491924286,-0.06326907128095627,0.02046889066696167,-0.05996516346931458,XArbitraryCorrectedZVertical,0.7729355521562506,-0.2587519828159952,0.2071945287440519,-0.5410067430547089,-0.04032289981842041,0.943550705909729,0.3287639021873474,20.24374389648438,43.60877227783203,12.70883178710938,-1,2,112260.8101777917,unknown,2,2025-04-20T10:22:24.123-04:00,null,0,0,0,0,0,0,0,null,112260.360606,0,-0.3170776,101.7015,1745158932.803586,0.0.0.0,100.94.214.186,my_iOS_device,0,5,1745158932.768089,1,0.6,0
2025-04-20T10:22:26.494-04:00,446,1745158945.99968,40.31641677974463,-74.7583232836358,65.95591,2.164805,1.155523,74.98869617700171,42.97256950934903,3,6.2205310602705,-9999,1745158946.473479,20.10769653320312,43.57765960693359,12.78182983398438,253.9503173828125,266.1419677734375,11.04047012329102,112263.1869251667,-0.1708984375,1.019668579101562,0.33660888671875,112263.1819171667,-0.05796077102422714,-0.3054459393024445,-0.06859371066093445,112263.1843421667,468.44189453125,-72.9332275390625,-356.890625,112263.1794121667,2.590970390274811,-3.017728850517203,-1.232187115799479,-0.05645405501127243,-0.3260483145713806,-0.06814033538103104,-0.03530041500926018,0.02634108066558838,0.001408934593200684,XArbitraryCorrectedZVertical,0.7741783552529286,-0.2558574993795399,0.2053962373385755,-0.5412920826034144,-0.0410393662750721,0.9432175755500793,0.3296303749084473,20.19256591796875,43.61913299560547,12.60214233398438,-1,2,112260.8101777917,unknown,2,2025-04-20T10:22:24.123-04:00,null,0,0,0,0,0,0,0,null,112260.360606,0,-0.3170776,101.7015,1745158932.803586,0.0.0.0,100.94.214.186,my_iOS_device,0,5,1745158932.768089,1,0.6,0
2025-04-20T10:22:26.528-04:00,447,1745158945.99968,40.31641677974463,-74.7583232836358,65.95591,2.164805,1.155523,74.98869617700171,42.97256950934903,3,6.2205310602705,-9999,1745158946.51357,20.02496337890625,43.59000396728516,12.25717163085938,253.3879089355469,265.5795593261719,11.04038429260254,112263.2207361667,-0.11907958984375,0.939453125,0.3195037841796875,112263.2157271667,-0.04717496782541275,-0.2777541279792786,-0.1117435768246651,112263.2145801667,468.1863403320312,-72.93464660644531,-357.1232604980469,112263.2144741667,2.601186145033815,-3.015666276652208,-1.230159130582675,-0.0407581627368927,-0.2646105289459229,-0.117435097694397,-0.085939921438694,-0.04183101654052734,-0.02602210640907288,XArbitraryCorrectedZVertical,0.775842798899212,-0.2525647017463014,0.2032433031825977,-0.5412680314451503,-0.04195930808782578,0.9425419569015503,0.3314419686794281,19.94357299804688,43.62007904052734,12.28213500976562,-1,2,112260.8101777917,unknown,2,2025-04-20T10:22:24.123-04:00,null,0,0,0,0,0,0,0,null,112260.360606,0,-0.3170776,101.7015,1745158932.803586,0.0.0.0,100.94.214.186,my_iOS_device,0,5,1745158932.768089,1,0.6,0
2025-04-20T10:22:26.563-04:00,448,1745158945.99968,40.31641677974463,-74.7583232836358,65.95591,2.164805,1.155523,74.98869617700171,42.97256950934903,3,6.2205310602705,-9999,1745158946.553717,19.86837768554688,43.52088165283203,12.20187377929688,252.6675109863281,264.8591613769531,11.04027652740479,112263.2545461667,-0.1114501953125,0.8631591796875,0.269134521484375,112263.2495371667,-0.01681040599942207,-0.3297467529773712,-0.12799072265625,112263.2448191667,468.1346435546875,-73.05764770507812,-357.2984619140625,112263.2495371667,2.610319844681311,-3.018493627654928,-1.227996849475929,-0.01439090073108673,-0.3309562802314758,-0.1271863281726837,-0.1185483783483505,-0.01682966947555542,-0.03969728946685791,XArbitraryCorrectedZVertical,0.7778858930045295,-0.248363193440007,0.1994762737686205,-0.5416811526100039,-0.04127223789691925,0.9418174028396606,0.3335814774036407,19.86837768554688,43.52088165283203,12.20187377929688,-1,2,112260.8101777917,unknown,2,2025-04-20T10:22:24.123-04:00,null,0,0,0,0,0,0,0,null,112260.360606,0,-0.3170776,101.7015,1745158932.803586,0.0.0.0,100.94.214.186,my_iOS_device,0,5,1745158932.768089,1,0.6,0
2025-04-20T10:22:26.601-04:00,449,1745158945.99968,40.31641677974463,-74.7583232836358,65.95591,2.164805,1.155523,74.98869617700171,42.97256950934903,3,6.2205310602705,-9999,1745158946.59397,19.8614501953125,43.60940551757812,12.15017700195312,251.4698486328125,263.6614990234375,11.04019069671631,112263.2883561667,-0.14691162109375,1.0172119140625,0.3084869384765625,112263.2833471667,-0.06095869094133377,-0.5044665932655334,-0.0815233513712883,112263.2750601667,467.9930419921875,-73.0311279296875,-357.278564453125,112263.2845991667,2.618432699672191,-3.026508998717313,-1.226525460338415,-0.05458541586995125,-0.4971174001693726,-0.08472886681556702,-0.0977032259106636,0.0696338415145874,-0.01255396008491516,XArbitraryCorrectedZVertical,0.7800886807813652,-0.2431054670185495,0.194022427912475,-0.5428780008856529,-0.03875618055462837,0.9413217902183533,0.3352772295475006,19.8614501953125,43.60940551757812,12.15017700195312,-1,2,112260.8101777917,unknown,2,2025-04-20T10:22:24.123-04:00,null,0,0,0,0,0,0,0,null,112260.360606,0,-0.3170776,101.7015,1745158932.803586,0.0.0.0,100.94.214.186,my_iOS_device,0,5,1745158932.768089,1,0.6,0
2025-04-20T10:22:26.629-04:00,450,1745158945.99968,40.31641677974463,-74.7583232836358,65.95591,2.164805,1.155523,74.98869617700171,42.97256950934903,3,6.2205310602705,-9999,1745158946.613848,19.81661987304688,43.34259796142578,11.87493896484375,250.9161987304688,263.1078491210938,11.04014205932617,112263.3221671667,-0.1223297119140625,0.9658203125,0.28857421875,112263.3171581667,0.01789670810103416,-0.4312866926193237,-0.1828001737594604,112263.3053001667,468.0723876953125,-73.26141357421875,-357.6268310546875,112263.2845991667,2.618432699672191,-3.026508998717313,-1.226525460338415,-0.05458541586995125,-0.4971174001693726,-0.08472886681556702,-0.0977032259106636,0.0696338415145874,-0.01255396008491516,XArbitraryCorrectedZVertical,0.7800886807813652,-0.2431054670185495,0.194022427912475,-0.5428780008856529,-0.03875618055462837,0.9413217902183533,0.3352772295475006,19.8614501953125,43.60940551757812,12.15017700195312,-1,2,112260.8101777917,unknown,2,2025-04-20T10:22:24.123-04:00,null,0,0,0,0,0,0,0,null,112260.360606,0,-0.3170776,101.7015,1745158932.803586,0.0.0.0,100.94.214.186,my_iOS_device,0,5,1745158932.768089,1,0.6,0
2025-04-20T10:22:26.664-04:00,451,1745158945.99968,40.31641677974463,-74.7583232836358,65.95591,2.164805,1.155523,74.98869617700171,42.97256950934903,3,6.2205310602705,-9999,1745158946.653932,19.62005615234375,43.56291198730469,11.47161865234375,250.0436706542969,262.2353210449219,11.04002952575684,112263.3559771667,-0.0985260009765625,0.9489288330078125,0.2638702392578125,112263.3509681667,0.04759681224822998,-0.3730718493461609,-0.2297170907258987,112263.3355431667,468.0766296386719,-73.11228942871094,-357.6593322753906,112263.3196621667,2.633279351452841,-3.027605486198336,-1.226041087477699,0.0207640752196312,-0.4254769086837769,-0.1830857247114182,-0.1134150624275208,0.006443142890930176,-0.02528735995292664,XArbitraryCorrectedZVertical,0.7821135493705093,-0.2370337580363491,0.1895165093814138,-0.5442397600031529,-0.03844046965241432,0.9411581754684448,0.3357731997966766,19.77828979492188,43.44232940673828,11.86032104492188,-1,2,112260.8101777917,unknown,2,2025-04-20T10:22:24.123-04:00,null,0,0,0,0,0,0,0,null,112260.360606,0,-0.3170776,101.7015,1745158932.803586,0.0.0.0,100.94.214.186,my_iOS_device,0,5,1745158932.768089,1,0.6,0
2025-04-20T10:22:26.699-04:00,452,1745158945.99968,40.31641677974463,-74.7583232836358,65.95591,2.164805,1.155523,74.98869617700171,42.97256950934903,3,6.2205310602705,-9999,1745158946.694115,19.48648071289062,44.08819580078125,11.142333984375,249.4597473144531,261.6513977050781,11.03991222381592,112263.3897871667,-0.07769775390625,0.9683837890625,0.2600250244140625,112263.3847781667,0.07437276840209961,-0.3350866436958313,-0.2246557474136353,112263.3657811667,467.7460327148438,-72.75338745117188,-357.839599609375,112263.3547241667,2.654743756533299,-3.020450289832369,-1.226440997974393,0.05733376368880272,-0.3571990430355072,-0.2288495898246765,-0.06212411448359489,0.00786435604095459,-0.06970441341400146,XArbitraryCorrectedZVertical,0.7838363599649193,-0.2305611196513267,0.1865032284291606,-0.5455810294346223,-0.04079647734761238,0.9412932991981506,0.3351157307624817,19.52920532226562,43.71626281738281,11.61865234375,-1,2,112260.8101777917,unknown,2,2025-04-20T10:22:24.123-04:00,null,0,0,0,0,0,0,0,null,112260.360606,0,-0.3170776,101.7015,1745158932.803586,0.0.0.0,100.94.214.186,my_iOS_device,0,5,1745158932.768089,1,0.6,0
2025-04-20T10:22:26.734-04:00,453,1745158945.99968,40.31641677974463,-74.7583232836358,65.95591,2.164805,1.155523,74.98869617700171,42.97256950934903,3,6.2205310602705,-9999,1745158946.714218,19.45068359375,44.17955017089844,11.1280517578125,249.2446594238281,261.4363098144531,11.03985691070557,112263.4235971667,-0.085601806640625,0.915252685546875,0.2280731201171875,112263.4185891667,0.06794043630361557,-0.2177911847829819,-0.2518311738967896,112263.4262601667,467.4715576171875,-71.98283386230469,-358.53564453125,112263.3897871667,2.67841140227045,-3.0095300058522,-1.228236769899857,0.07967905700206757,-0.3168779909610748,-0.228748545050621,-0.03055254369974136,0.0279657244682312,-0.06911888718605042,XArbitraryCorrectedZVertical,0.7850017450477403,-0.2241855491243793,0.1844606435125535,-0.5472543107271265,-0.04423083737492561,0.941897988319397,0.3329738080501556,19.48648071289062,44.08819580078125,11.142333984375,-1,2,112260.8101777917,unknown,2,2025-04-20T10:22:24.123-04:00,null,0,0,0,0,0,0,0,null,112260.360606,0,-0.3170776,101.7015,1745158932.803586,0.0.0.0,100.94.214.186,my_iOS_device,0,5,1745158932.768089,1,0.6,0
2025-04-20T10:22:26.764-04:00,454,1745158945.99968,40.31641677974463,-74.7583232836358,65.95591,2.164805,1.155523,74.98869617700171,42.97256950934903,3,6.2205310602705,-9999,1745158946.754133,19.22021484375,44.58283996582031,10.75582885742188,249.0356140136719,261.2272644042969,11.03977298736572,112263.4574081667,-0.13433837890625,0.9792022705078125,0.23284912109375,112263.4523991667,0.01726101152598858,-0.2038354128599167,-0.2342431247234344,112263.4564961667,467.4474487304688,-71.81817626953125,-358.6383666992188,112263.4248491667,2.704571674015821,-2.993810970830954,-1.229409568425365,0.06837230175733566,-0.2364210039377213,-0.2428172677755356,-0.03566452860832214,-0.0236971378326416,-0.1038494408130646,XArbitraryCorrectedZVertical,0.7861123371423039,-0.2181732343373265,0.183552818224662,-0.5483940579294726,-0.04929646104574203,0.9422913193702698,0.3311443328857422,19.24551391601562,44.50196075439453,10.91818237304688,-1,2,112260.8101777917,unknown,2,2025-04-20T10:22:24.123-04:00,null,0,0,0,0,0,0,0,null,112260.360606,0,-0.3170776,101.7015,1745158932.803586,0.0.0.0,100.94.214.186,my_iOS_device,0,5,1745158932.768089,1,0.6,0
